left_product_id,left_product_name,right_product_id,right_product_name,support,confidence,lift
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
847,Logitech Souris sans fil Ergo M575 - Trackball,862,Net Power Dépoussiérante à Air Comprime - 450ML,0.002,1.0,500.0
344,Casque Bluetooth Multi-Fonction P47-Noir,862,Net Power Dépoussiérante à Air Comprime - 450ML,0.002,1.0,500.0
266,"Clavier BT Sans Fil 10"" à Lumière Mixte",176,"Logitech Casque H111 Filaire, Ecouteurs Stéréo Avec Micro Anti-parasit...",0.002,1.0,500.0
257,"Souris D'ordinateur Sans Fil, Double Mode, Rétro-éclairage, Haute Préc...",176,"Logitech Casque H111 Filaire, Ecouteurs Stéréo Avec Micro Anti-parasit...",0.002,1.0,500.0
843,Cartouche Toner Compatible 80A - CF280A - Noir,1135,Imation Clé USB 32GB - Noir,0.002,1.0,500.0
25,Hp Mini G5 pliable 11 x360 - Intel Celeron - Dual Core - 4GB RAM - 256...,1135,Imation Clé USB 32GB - Noir,0.002,1.0,500.0
366,Cartouche Toner Compatible 17A - CF217A - PTH-T217X,26,GUEETON Clé USB OTG Métallique 64 Go Étanche avec Relief 3D,0.002,1.0,500.0
366,Cartouche Toner Compatible 17A - CF217A - PTH-T217X,123,Support pour ordinateurs portables en aluminium ajustable - Argent,0.002,1.0,500.0
26,GUEETON Clé USB OTG Métallique 64 Go Étanche avec Relief 3D,123,Support pour ordinateurs portables en aluminium ajustable - Argent,0.002,1.0,500.0
26,GUEETON Clé USB OTG Métallique 64 Go Étanche avec Relief 3D,366,Cartouche Toner Compatible 17A - CF217A - PTH-T217X,0.002,1.0,500.0
123,Support pour ordinateurs portables en aluminium ajustable - Argent,26,GUEETON Clé USB OTG Métallique 64 Go Étanche avec Relief 3D,0.002,1.0,500.0
366,Cartouche Toner Compatible 17A - CF217A - PTH-T217X,26,GUEETON Clé USB OTG Métallique 64 Go Étanche avec Relief 3D,0.002,1.0,500.0
26,GUEETON Clé USB OTG Métallique 64 Go Étanche avec Relief 3D,366,Cartouche Toner Compatible 17A - CF217A - PTH-T217X,0.002,1.0,500.0
123,Support pour ordinateurs portables en aluminium ajustable - Argent,366,Cartouche Toner Compatible 17A - CF217A - PTH-T217X,0.002,1.0,500.0
284,Hp Imprimante Multifonction Laser HP 137fnw (4ZB84A) - 4en 1 - Wifi,628,TOPLINK Câble Réseaux Cat6 20 Mètres RJ45 / RJ-45,0.002,1.0,500.0
284,Hp Imprimante Multifonction Laser HP 137fnw (4ZB84A) - 4en 1 - Wifi,186,Cartouche Toner Compatible 106A W1106A,0.002,1.0,500.0
628,TOPLINK Câble Réseaux Cat6 20 Mètres RJ45 / RJ-45,284,Hp Imprimante Multifonction Laser HP 137fnw (4ZB84A) - 4en 1 - Wifi,0.002,1.0,500.0
186,Cartouche Toner Compatible 106A W1106A,284,Hp Imprimante Multifonction Laser HP 137fnw (4ZB84A) - 4en 1 - Wifi,0.002,1.0,500.0
1187,Câble Réseau FTP - 1 M - Cat 6 - Blindé Et Serti,186,Cartouche Toner Compatible 106A W1106A,0.002,1.0,500.0
1187,Câble Réseau FTP - 1 M - Cat 6 - Blindé Et Serti,223,Dymo Etiqueteuse LabelManager 160 Imprimante Portable D'Etiquettes Aut...,0.002,1.0,500.0
186,Cartouche Toner Compatible 106A W1106A,1187,Câble Réseau FTP - 1 M - Cat 6 - Blindé Et Serti,0.002,1.0,500.0
223,Dymo Etiqueteuse LabelManager 160 Imprimante Portable D'Etiquettes Aut...,1187,Câble Réseau FTP - 1 M - Cat 6 - Blindé Et Serti,0.002,1.0,500.0
988,Cartouche D'encre Toner Compatible 35A / 36A - CB435A / CB436A - Noir,499,DELL Chargeur DELL Gros-Bout 19.5V 4.62 /90W + Câble De Raccordement T...,0.002,1.0,500.0
988,Cartouche D'encre Toner Compatible 35A / 36A - CB435A / CB436A - Noir,624,Clé USB 32Go Originale - King Usb,0.002,1.0,500.0
499,DELL Chargeur DELL Gros-Bout 19.5V 4.62 /90W + Câble De Raccordement T...,988,Cartouche D'encre Toner Compatible 35A / 36A - CB435A / CB436A - Noir,0.002,1.0,500.0
499,DELL Chargeur DELL Gros-Bout 19.5V 4.62 /90W + Câble De Raccordement T...,624,Clé USB 32Go Originale - King Usb,0.002,1.0,500.0
988,Cartouche D'encre Toner Compatible 35A / 36A - CB435A / CB436A - Noir,499,DELL Chargeur DELL Gros-Bout 19.5V 4.62 /90W + Câble De Raccordement T...,0.002,1.0,500.0
624,Clé USB 32Go Originale - King Usb,499,DELL Chargeur DELL Gros-Bout 19.5V 4.62 /90W + Câble De Raccordement T...,0.002,1.0,500.0
499,DELL Chargeur DELL Gros-Bout 19.5V 4.62 /90W + Câble De Raccordement T...,988,Cartouche D'encre Toner Compatible 35A / 36A - CB435A / CB436A - Noir,0.002,1.0,500.0
624,Clé USB 32Go Originale - King Usb,988,Cartouche D'encre Toner Compatible 35A / 36A - CB435A / CB436A - Noir,0.002,1.0,500.0
500,TOPLINK Tête d'impression couleur CH-4 compatible Canon G2410 / G3410,1198,Samsung Chargeur Samsung 19V 3.16A / 60W - Noir,0.002,1.0,500.0
500,TOPLINK Tête d'impression couleur CH-4 compatible Canon G2410 / G3410,355,Cartouche D'Encre Toner Compatible 26A (CF226A) - PTH-F226A,0.002,1.0,500.0
355,Cartouche D'Encre Toner Compatible 26A (CF226A) - PTH-F226A,1198,Samsung Chargeur Samsung 19V 3.16A / 60W - Noir,0.002,1.0,500.0
355,Cartouche D'Encre Toner Compatible 26A (CF226A) - PTH-F226A,500,TOPLINK Tête d'impression couleur CH-4 compatible Canon G2410 / G3410,0.002,1.0,500.0
1198,Samsung Chargeur Samsung 19V 3.16A / 60W - Noir,355,Cartouche D'Encre Toner Compatible 26A (CF226A) - PTH-F226A,0.002,1.0,500.0
1198,Samsung Chargeur Samsung 19V 3.16A / 60W - Noir,500,TOPLINK Tête d'impression couleur CH-4 compatible Canon G2410 / G3410,0.002,1.0,500.0
843,Cartouche Toner Compatible 80A - CF280A - Noir,25,Hp Mini G5 pliable 11 x360 - Intel Celeron - Dual Core - 4GB RAM - 256...,0.002,1.0,500.0
1135,Imation Clé USB 32GB - Noir,25,Hp Mini G5 pliable 11 x360 - Intel Celeron - Dual Core - 4GB RAM - 256...,0.002,1.0,500.0
1135,Imation Clé USB 32GB - Noir,843,Cartouche Toner Compatible 80A - CF280A - Noir,0.002,1.0,500.0
25,Hp Mini G5 pliable 11 x360 - Intel Celeron - Dual Core - 4GB RAM - 256...,843,Cartouche Toner Compatible 80A - CF280A - Noir,0.002,1.0,500.0
862,Net Power Dépoussiérante à Air Comprime - 450ML,253,Hp Smart Tank 585 Imprimante multifonction à réservoirs rechargeables,0.002,1.0,500.0
862,Net Power Dépoussiérante à Air Comprime - 450ML,344,Casque Bluetooth Multi-Fonction P47-Noir,0.002,1.0,500.0
843,Cartouche Toner Compatible 80A - CF280A - Noir,1135,Imation Clé USB 32GB - Noir,0.002,1.0,500.0
843,Cartouche Toner Compatible 80A - CF280A - Noir,25,Hp Mini G5 pliable 11 x360 - Intel Celeron - Dual Core - 4GB RAM - 256...,0.002,1.0,500.0
253,Hp Smart Tank 585 Imprimante multifonction à réservoirs rechargeables,862,Net Power Dépoussiérante à Air Comprime - 450ML,0.002,1.0,500.0
344,Casque Bluetooth Multi-Fonction P47-Noir,862,Net Power Dépoussiérante à Air Comprime - 450ML,0.002,1.0,500.0
334,Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,344,Casque Bluetooth Multi-Fonction P47-Noir,0.002,1.0,500.0
334,Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,691,Sony Thrustmaster Y-300P Casque Gamer pour Playstation 4 et PC,0.002,1.0,500.0
344,Casque Bluetooth Multi-Fonction P47-Noir,334,Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,0.002,1.0,500.0
691,Sony Thrustmaster Y-300P Casque Gamer pour Playstation 4 et PC,334,Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,0.002,1.0,500.0
334,Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,1134,Hp Chargeur HP Gros-Bout 19V 4.74a (7450) 90W - Noir,0.002,1.0,500.0
334,Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,344,Casque Bluetooth Multi-Fonction P47-Noir,0.002,1.0,500.0
1134,Hp Chargeur HP Gros-Bout 19V 4.74a (7450) 90W - Noir,334,Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,0.002,1.0,500.0
344,Casque Bluetooth Multi-Fonction P47-Noir,334,Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,381,Casque Bluetooth Multi-Fonction P47 - Blanc,0.002,1.0,500.0
220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
381,Casque Bluetooth Multi-Fonction P47 - Blanc,317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
1097,SEAGATE Disque Dur Pour Ordinateur Portable - 1 To,651,Playstation Mini Clavier Officiel Azerty Sans Fil Bluetooth Sony Sans ...,0.002,1.0,500.0
1097,SEAGATE Disque Dur Pour Ordinateur Portable - 1 To,381,Casque Bluetooth Multi-Fonction P47 - Blanc,0.002,1.0,500.0
651,Playstation Mini Clavier Officiel Azerty Sans Fil Bluetooth Sony Sans ...,1097,SEAGATE Disque Dur Pour Ordinateur Portable - 1 To,0.002,1.0,500.0
381,Casque Bluetooth Multi-Fonction P47 - Blanc,1097,SEAGATE Disque Dur Pour Ordinateur Portable - 1 To,0.002,1.0,500.0
1097,SEAGATE Disque Dur Pour Ordinateur Portable - 1 To,324,Kit Recharge D'Encre 4 Couleurs 70ML Pour Epson L3210 - Noir/Rouge/Jau...,0.002,1.0,500.0
1097,SEAGATE Disque Dur Pour Ordinateur Portable - 1 To,381,Casque Bluetooth Multi-Fonction P47 - Blanc,0.002,1.0,500.0
324,Kit Recharge D'Encre 4 Couleurs 70ML Pour Epson L3210 - Noir/Rouge/Jau...,1097,SEAGATE Disque Dur Pour Ordinateur Portable - 1 To,0.002,1.0,500.0
381,Casque Bluetooth Multi-Fonction P47 - Blanc,1097,SEAGATE Disque Dur Pour Ordinateur Portable - 1 To,0.002,1.0,500.0
308,Cartouche Toner Compatible Pour 17A (CF217A / PTH-T217A) - Noir,1177,Toshiba Chargeur Toshiba 19V 1.58a (5525) + Cable - Noir,0.002,1.0,500.0
308,Cartouche Toner Compatible Pour 17A (CF217A / PTH-T217A) - Noir,607,"POINTEUR DE PRÉSENTATION 2,4 G",0.002,1.0,500.0
1177,Toshiba Chargeur Toshiba 19V 1.58a (5525) + Cable - Noir,308,Cartouche Toner Compatible Pour 17A (CF217A / PTH-T217A) - Noir,0.002,1.0,500.0
607,"POINTEUR DE PRÉSENTATION 2,4 G",308,Cartouche Toner Compatible Pour 17A (CF217A / PTH-T217A) - Noir,0.002,1.0,500.0
25,Hp Mini G5 pliable 11 x360 - Intel Celeron - Dual Core - 4GB RAM - 256...,843,Cartouche Toner Compatible 80A - CF280A - Noir,0.002,1.0,500.0
25,Hp Mini G5 pliable 11 x360 - Intel Celeron - Dual Core - 4GB RAM - 256...,1135,Imation Clé USB 32GB - Noir,0.002,1.0,500.0
1135,Imation Clé USB 32GB - Noir,843,Cartouche Toner Compatible 80A - CF280A - Noir,0.002,1.0,500.0
1135,Imation Clé USB 32GB - Noir,25,Hp Mini G5 pliable 11 x360 - Intel Celeron - Dual Core - 4GB RAM - 256...,0.002,1.0,500.0
855,Epson Imprimante Couleur EcoTank L3150 - 3250 - Grande Capacité D'Impr...,148,"Clavier BT Sans Fil 10"" à Lumière 7 Couleurs",0.002,1.0,500.0
855,Epson Imprimante Couleur EcoTank L3150 - 3250 - Grande Capacité D'Impr...,42,Xiaomi MI Répéteur (amplificateur) Wifi Pro 300Mbps - Noir,0.002,1.0,500.0
176,"Logitech Casque H111 Filaire, Ecouteurs Stéréo Avec Micro Anti-parasit...",266,"Clavier BT Sans Fil 10"" à Lumière Mixte",0.002,1.0,500.0
176,"Logitech Casque H111 Filaire, Ecouteurs Stéréo Avec Micro Anti-parasit...",257,"Souris D'ordinateur Sans Fil, Double Mode, Rétro-éclairage, Haute Préc...",0.002,1.0,500.0
993,Lot De 50 Manchons RJ-45 Bleu,443,Connecteurs Réseau RJ45 Lane Adaptateur Séparateur Internet Prise Rése...,0.002,1.0,500.0
190,Support Pour Ordinateur Portable Et Téléphone Portable - Noir,443,Connecteurs Réseau RJ45 Lane Adaptateur Séparateur Internet Prise Rése...,0.002,1.0,500.0
1015,NB Clé USB NB 4GB - Noir,33,Clé USB OTG - 128GB - Violet,0.002,1.0,500.0
1015,NB Clé USB NB 4GB - Noir,872,DELL Chargeur GROS BOUT 19.5V + Câble D'ALIMENTATION,0.002,1.0,500.0
872,DELL Chargeur GROS BOUT 19.5V + Câble D'ALIMENTATION,33,Clé USB OTG - 128GB - Violet,0.002,1.0,500.0
1015,NB Clé USB NB 4GB - Noir,33,Clé USB OTG - 128GB - Violet,0.002,1.0,500.0
33,Clé USB OTG - 128GB - Violet,1015,NB Clé USB NB 4GB - Noir,0.002,1.0,500.0
872,DELL Chargeur GROS BOUT 19.5V + Câble D'ALIMENTATION,1015,NB Clé USB NB 4GB - Noir,0.002,1.0,500.0
901,Clé USB 64Go Originale - King Usb,913,TP Link TP-Link Clé Wifi - TP-LINK - Adaptateur USB Nano - Sans Fil - ...,0.002,1.0,500.0
901,Clé USB 64Go Originale - King Usb,786,Hp Hpp Chargeur Pour Pc Portable Compatible HPp - 18.5V 3.5A (7450)- N...,0.002,1.0,500.0
913,TP Link TP-Link Clé Wifi - TP-LINK - Adaptateur USB Nano - Sans Fil - ...,901,Clé USB 64Go Originale - King Usb,0.002,1.0,500.0
786,Hp Hpp Chargeur Pour Pc Portable Compatible HPp - 18.5V 3.5A (7450)- N...,901,Clé USB 64Go Originale - King Usb,0.002,1.0,500.0
603,Nanostation COMFAST CF-E312A 5.8Ghz 300 Mbps V2 M5 Longue Portée 300Mb...,1037,Clé USB 16Go Originale - King Usb,0.002,1.0,500.0
603,Nanostation COMFAST CF-E312A 5.8Ghz 300 Mbps V2 M5 Longue Portée 300Mb...,352,SanDisk Clé USB 32 GB - Cruzer Blade,0.002,1.0,500.0
1037,Clé USB 16Go Originale - King Usb,603,Nanostation COMFAST CF-E312A 5.8Ghz 300 Mbps V2 M5 Longue Portée 300Mb...,0.002,1.0,500.0
1037,Clé USB 16Go Originale - King Usb,352,SanDisk Clé USB 32 GB - Cruzer Blade,0.002,1.0,500.0
603,Nanostation COMFAST CF-E312A 5.8Ghz 300 Mbps V2 M5 Longue Portée 300Mb...,1037,Clé USB 16Go Originale - King Usb,0.002,1.0,500.0
352,SanDisk Clé USB 32 GB - Cruzer Blade,1037,Clé USB 16Go Originale - King Usb,0.002,1.0,500.0
1037,Clé USB 16Go Originale - King Usb,603,Nanostation COMFAST CF-E312A 5.8Ghz 300 Mbps V2 M5 Longue Portée 300Mb...,0.002,1.0,500.0
352,SanDisk Clé USB 32 GB - Cruzer Blade,603,Nanostation COMFAST CF-E312A 5.8Ghz 300 Mbps V2 M5 Longue Portée 300Mb...,0.002,1.0,500.0
435,Mini Bureau D'ordinateur à Pose Clavier 100cm,1037,Clé USB 16Go Originale - King Usb,0.002,1.0,500.0
435,Mini Bureau D'ordinateur à Pose Clavier 100cm,352,SanDisk Clé USB 32 GB - Cruzer Blade,0.002,1.0,500.0
1037,Clé USB 16Go Originale - King Usb,435,Mini Bureau D'ordinateur à Pose Clavier 100cm,0.002,1.0,500.0
